	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
1063-5	1063	2009_ca_1063_fruit_c.jpg	5	1.2313	0.4423	0.2545	
1064-1	1064	2009_ca_1064_fruit_c.jpg	1	1.6618	0.4451	0.2527	
1064-2	1064	2009_ca_1064_fruit_c.jpg	2	0.9689	0.4432	0.2538	
1064-3	1064	2009_ca_1064_fruit_c.jpg	3	2.893	0.4442	0.2528	
1064-4	1064	2009_ca_1064_fruit_c.jpg	4	1.5695	0.4469	0.253	
1064-5	1064	2009_ca_1064_fruit_c.jpg	5	0.7883	0.4442	0.2547	
1065-1	1065	2009_ca_1065_fruit_c.jpg	1	0.6394	0.4474	0.2532	
1065-2	1065	2009_ca_1065_fruit_c.jpg	2	0.9043	0.4484	0.2524	
1065-3	1065	2009_ca_1065_fruit_c.jpg	3	1.0594	0.449	0.2557	
1065-4	1065	2009_ca_1065_fruit_c.jpg	4	1.1098	0.4467	0.252	
1065-5	1065	2009_ca_1065_fruit_c.jpg	5	1.5183	0.4488	0.2549	
1065-6	1065	2009_ca_1065_fruit_c.jpg	6	0.5707	0.4495	0.2551	
1065-7	1065	2009_ca_1065_fruit_c.jpg	7	1.0961	0.4494	0.2562	
1065-8	1065	2009_ca_1065_fruit_c.jpg	8	0.8312	0.4426	0.25	
1065-9	1065	2009_ca_1065_fruit_c.jpg	9	0.8455	0.4481	0.2545	
1065-10	1065	2009_ca_1065_fruit_c.jpg	10	0.6533	0.4481	0.2556	
1066-1	1066	2009_ca_1066_fruit_c.jpg	1	0.6817	0.445	0.25	
1066-2	1066	2009_ca_1066_fruit_c.jpg	2	1.1712	0.441	0.2529	
1066-3	1066	2009_ca_1066_fruit_c.jpg	3	2.3675	0.4455	0.2538	
1066-4	1066	2009_ca_1066_fruit_c.jpg	4	1.6844	0.4467	0.2552	
1066-5	1066	2009_ca_1066_fruit_c.jpg	5	1.234	0.4462	0.2534	
1067-1	1067	2009_ca_1067_fruit_c.jpg	1	0.8122	0.4421	0.2556	
1067-2	1067	2009_ca_1067_fruit_c.jpg	2	1.203	0.4344	0.2552	
1067-3	1067	2009_ca_1067_fruit_c.jpg	3	1.0173	0.4476	0.2554	
1067-4	1067	2009_ca_1067_fruit_c.jpg	4	1.6483	0.4385	0.2549	
1067-5	1067	2009_ca_1067_fruit_c.jpg	5	1.4008	0.444	0.2524	
1068-1	1068	2009_ca_1068_fruit_c.jpg	1	1.6727	0.446	0.2564	
1068-2	1068	2009_ca_1068_fruit_c.jpg	2	0.6704	0.4435	0.2509	
1068-3	1068	2009_ca_1068_fruit_c.jpg	3	0.5247	0.4434	0.2527	
