Strain Id	Organization	Strain Type	Cultivation record	Sown seeds	Germinated　seeds	Total mutant	Total harvested seed	Plant Ontology ID	Germination rate(%)	Mutation rate(%)	First flowering date	First fruit harvesting date	Flower to fruit period	Growth Stage:Phenotype	link
TOMJPE0018	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001002,PO:0007042	75	11.1				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=582
TOMJPE0034	University of Tsukuba	EMS mutagenesis lines		2	0	0	L	PO:0001002,PO:0007042,PO:0001050,SP:0000108	83.3	20				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=583
TOMJPE0039	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001002,PO:0007042,PO:0007112,PO:0001083,PO:0007047,PO:0001050	66.7	12.5				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=584
TOMJPE0046	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		60	16.7					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=3
TOMJPE0049	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112,SP:0000031	20	50				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=4
TOMJPE0062	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007057	20	50				germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=5
TOMJPE0065	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112	20	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=6
TOMJPE0066	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	40	25				- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=7
TOMJPE0079	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,PO:0001050,PO:0007047,PO:0001083	10	100				leaf production : Leaf morphology-Leaf texture, fruit : Sterility-Full sterility, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=8
TOMJPE0101	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112,PO:0001050,PO:0007047,PO:0001083,PO:0001002,PO:0007042	58.3	14.3				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=586
TOMJPE0110	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,PO:0007047,PO:0001050,PO:0001083	60	16.7				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=11
TOMJPE0112	University of Tsukuba	EMS mutagenesis lines		1	0	0	7	PO:0007112,PO:0001050	100	12.5				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=587
TOMJPE0121	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		60	16.7				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=13
TOMJPE0126	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112,PO:0007073	75	11.1				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=588
TOMJPE0136	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	PO:0007112,PO:0001050,PO:0001002,PO:0007042	100	16.7				fruit : Fruit morphology-Other fruit morphology, fruit : Sterility-Full sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=589
TOMJPE0147	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050	10	100				leaf production : Leaf color-Dull green/gray leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=16
TOMJPE0151	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	PO:0007112	70	28.6				leaf production : Leaf morphology-Leaf texture, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=17
TOMJPE0157	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112,PO:0001083,PO:0007047,PO:0007073	100	25				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=591
TOMJPE0162	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		60	16.7				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=19
TOMJPE0163	University of Tsukuba	EMS mutagenesis lines		2	0	0	6		20	100				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=21
TOMJPE0170	University of Tsukuba	EMS mutagenesis lines		1	0	0	0		50	20				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=22
TOMJPE0176	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		60	16.7				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=23
TOMJPE0183	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0001002,PO:0007042,PO:0001083,PO:0007047,PO:0007112	50	16.7				fruit : Sterility-Full sterility, - : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=592
TOMJPE0186	University of Tsukuba	EMS mutagenesis lines		1	0	0	7		50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=25
TOMJPE0195	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=26
TOMJPE0196	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		60	16.7				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=27
TOMJPE0202	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		90	11.1					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=28
TOMJPE0207	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		90	11.1				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=30
TOMJPE0213	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		70	14.3					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=31
TOMJPE0217	University of Tsukuba	EMS mutagenesis lines		1	0	0	0		70	14.3				fruit : Sterility-Full sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=32
TOMJPE0221	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	PO:0007112,PO:0001083,PO:0007047,PO:0001050	50	40				side shoot : -, leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=33
TOMJPE0224	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050	70	14.3				leaf production : Leaf morphology-Leaf width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=34
TOMJPE0230	University of Tsukuba	EMS mutagenesis lines		2	0	0	0		30	66.7					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=35
TOMJPE0233	University of Tsukuba	EMS mutagenesis lines		2	0	0	11		90	22.2				leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=36
TOMJPE0246	University of Tsukuba	EMS mutagenesis lines		1	0	0	0		66.7	12.5				leaf production : Leaf morphology-Other leaf morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=37
TOMJPE0246	University of Tsukuba	EMS mutagenesis lines		1	0	0	5	PO:0007112,PO:0001050,PO:0001002,PO:0007042	80	12.5				fruit : Fruit morphology-Other fruit morphology, leaf production : Leaf morphology-Other leaf morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=593
TOMJPE0251	University of Tsukuba	EMS mutagenesis lines		4	0	0	M	PO:0001050	40	100				leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=38
TOMJPE0259	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0001050,PO:0007047,PO:0001083	70	14.3				leaf production : Leaf morphology-Other leaf morphology, leaf production : Leaf color-Purple leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=40
TOMJPE0260	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		100	10					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=41
TOMJPE0263	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		10	100					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=42
TOMJPE0266	University of Tsukuba	EMS mutagenesis lines		2	0	0	M		60	33.3				- : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=43
TOMJPE0267	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	90	11.1				leaf production : Leaf morphology-Other leaf morphology, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=44
TOMJPE0271	University of Tsukuba	EMS mutagenesis lines		2	0	0	M		70	28.6					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=45
TOMJPE0275	University of Tsukuba	EMS mutagenesis lines		1	0	0	0		90	11.1				leaf production : Leaf color-Yellow-green leaf, fruit : Sterility-Full sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=46
TOMJPE0276	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		90	11.1				leaf production : Leaf color-Dull green/gray leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=47
TOMJPE0298	University of Tsukuba	EMS mutagenesis lines		2	0	0	L		80	25					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=49
TOMJPE0299	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		80	12.5					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=50
TOMJPE0309	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	10	100				leaf production : Leaf morphology-Other leaf morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=53
TOMJPE0415	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007057	90	11.1				germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=55
TOMJPE0416	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		60	16.7				leaf production : Leaf color-Other leaf color, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=56
TOMJPE0423	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	1310		77.8	14.3				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=277
TOMJPE0424	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	1150		88.9	37.5				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=294
TOMJPE0427	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	925		87.5	42.9				leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=295
TOMJPE0432	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	1930		100	12.5				leaf production : Leaf morphology-Leaf size	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=297
TOMJPE0439	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	350		100	33.3				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=298
TOMJPE0442	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	360		85.7	16.7				leaf production : Leaf morphology-Leaf width	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=299
TOMJPE0443	Kazusa DNA Research Institute	EMS mutagenesis lines		7	0	0	540		100	77.8				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=300
TOMJPE0444	Kazusa DNA Research Institute	EMS mutagenesis lines		4	0	0	1940		90	44.4				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=301
TOMJPE0445	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	370		60	33.3				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=302
TOMJPE0446	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	205		75	50				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=303
TOMJPE0447	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	200		80	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=304
TOMJPE0449	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	260		30	33.3				fruit : Fruit morphology-Other fruit morphology, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=305
TOMJPE0452	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	435		40	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=306
TOMJPE0461	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	165		80	12.5				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=307
TOMJPE0462	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	430		80	25				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=308
TOMJPE0463	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112	20	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=605
TOMJPE0466	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	350		60	33.3				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=309
TOMJPE0467	Kazusa DNA Research Institute	EMS mutagenesis lines		5	0	0	420		50	100				fruit : Fruit morphology-Other fruit morphology, leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=310
TOMJPE0469	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	510		100	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=311
TOMJPE0474	Kazusa DNA Research Institute	EMS mutagenesis lines		1	0	0	670		90	11.1				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=313
TOMJPE0483	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	230		80	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=315
TOMJPE0493	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	940		80	25				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=316
TOMJPE0503	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	710		80	25					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=318
TOMJPE0508	Kazusa DNA Research Institute	EMS mutagenesis lines		2	0	0	650		80	25				fruit : Fruit morphology-Other fruit morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=319
TOMJPE0516	Kazusa DNA Research Institute	EMS mutagenesis lines		3	0	0	530		70	42.9					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=320
TOMJPE0536	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		10	100				fruit : Fruit size-Small fruit, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=58
TOMJPE0537	University of Tsukuba	EMS mutagenesis lines		5	0	0	S		87.5	71.4				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=57
TOMJPE0543	University of Tsukuba	EMS mutagenesis lines		1	0	0	4		10	100				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=59
TOMJPE0573	University of Tsukuba	EMS mutagenesis lines		3	0	0	0	PO:0001050,PO:0007112	100	30				fruit : Fruit size-Small fruit, fruit : Sterility-Partial sterility, leaf production : Leaf morphology-Leaf size, leaf production : Leaf color-Yellow-green leaf, - : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=60
TOMJPE0645	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		10	100				leaf production : Leaf color-Dull green/gray leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=63
TOMJPE0664	University of Tsukuba	EMS mutagenesis lines		3	0	0	4		70	42.9				fruit : Fruit size-Small fruit, leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=66
TOMJPE0673	University of Tsukuba	EMS mutagenesis lines		2	0	0	0		70	28.6				germination : Seed-Seedling lethality	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=67
TOMJPE0680	University of Tsukuba	EMS mutagenesis lines		1	0	0	12		50	50				inflorescence : Inflorescence structure-Lots of flowers, fruit : Sterility-Partial sterility, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=68
TOMJPE0689	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		100	16.7				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=69
TOMJPE0694	University of Tsukuba	EMS mutagenesis lines		1	0	0	3	PO:0001002,PO:0007042,PO:0001050,PO:0001083,PO:0007047	66.7	25				fruit : Fruit morphology-Long fruit	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=72
TOMJPE0722	University of Tsukuba	EMS mutagenesis lines		1	0	0	14	PO:0001002,PO:0007042,PO:0007112	75	16.7				fruit : Fruit morphology-Rounded fruit, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=73
TOMJPE0726	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	PO:0001050	80	25				leaf production : Leaf morphology-Leaf width, fruit : Sterility-Full sterility	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=600
TOMJPE0737	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	60	16.7				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=599
TOMJPE0746	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050	90	11.1				leaf production : Leaf color-Yellow-green leaf	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=594
TOMJPE0759	University of Tsukuba	EMS mutagenesis lines		1	0	0	20		60	16.7				- : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=74
TOMJPE0760	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		20	50				leaf production : Leaf color-Other leaf color, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=75
TOMJPE0766	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112	50	20				leaf production : Leaf color-Other leaf color, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=76
TOMJPE0768	University of Tsukuba	EMS mutagenesis lines		3	0	0	S		60	50				fruit : Sterility-Partial sterility, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=77
TOMJPE0769	University of Tsukuba	EMS mutagenesis lines		1	0	0	l	PO:0007112	71.4	20				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=598
TOMJPE0771	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		50	20				- : Plant size-Large plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=78
TOMJPE0777	University of Tsukuba	EMS mutagenesis lines		1	0	0	10	PO:0007112	60	16.7				- : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=208
TOMJPE0780	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0007112	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=155
TOMJPE0781	University of Tsukuba	EMS mutagenesis lines		2	0	0	10	PO:0007112	90	22.2				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=156
TOMJPE0783	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		70	14.3				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=596
TOMJPE0785	University of Tsukuba	EMS mutagenesis lines		2	0	0	M		90	22.2				- : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=157
TOMJPE0788	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	PO:0007112	90	11.1				- : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=158
TOMJPE0788	University of Tsukuba	EMS mutagenesis lines		1	0	0	20		80	12.5				leaf production : Leaf color-Yellow-green leaf, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=597
TOMJPE0793	University of Tsukuba	EMS mutagenesis lines		1	0	0	S		80	12.5				leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=189
TOMJPE0794	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0005003	60	33.3					http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=171
TOMJPE0795	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	50	20				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=604
TOMJPE0796	University of Tsukuba	EMS mutagenesis lines		1	0	0	L		50	20				inflorescence : Inflorescence structure-Lots of flowers, - : Plant habit-Branching, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=209
TOMJPE0797	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112	60	16.7				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=172
TOMJPE0799	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0007112	100	40				- : Plant habit-Branching, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=217
TOMJPE0800	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	PO:0007112,PO:0001170	70	14.3				fruit : Sterility-Full sterility, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=216
TOMJPE0801	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	PO:0007112	50	40				- : Plant size-Small plant, - : Plant habit-Internode length	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=601
TOMJPE0803	University of Tsukuba	EMS mutagenesis lines		1	0	0	3	SP:0000014,SP:0000056	40	25				leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=173
TOMJPE0805	University of Tsukuba	EMS mutagenesis lines		2	0	0	M	PO:0007112,SP:0000022	80	25				flowering : Flowering timing-Late, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=134
TOMJPE0807	University of Tsukuba	EMS mutagenesis lines		2	0	0	6	SP:0000032,SP:0000022	60	33.3				leaf production : Leaf morphology-Leaf width, leaf production : Leaf color-Other leaf color, - : Plant size-Small plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=159
TOMJPE0813	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	PO:0007112	70	14.3				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=212
TOMJPE0813	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000031	30	33.3				- : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=603
TOMJPE0814	University of Tsukuba	EMS mutagenesis lines		2	0	0	0	SP:0000021	40	50				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=128
TOMJPE0817	University of Tsukuba	EMS mutagenesis lines		3	0	0	S	PO:0007112,SP:0000022,SP:0000196	90	33.3				leaf production : Leaf color-Other leaf color, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=160
TOMJPE0818	University of Tsukuba	EMS mutagenesis lines		1	0	0	0	SP:0000022	80	12.5				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=127
TOMJPE0820	University of Tsukuba	EMS mutagenesis lines		1	0	0	M	SP:0000004	75	16.7				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=602
TOMJPE0821	University of Tsukuba	EMS mutagenesis lines		1	0	0	M		100	10				- : Plant size-Large plant, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=221
TOMJPE0822	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	PO:0001050,SP:0000004	12.5	100				leaf production : Leaf morphology-Other leaf morphology	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=595
TOMJPE0827	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000056	75	16.7				leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=187
TOMJPE0828	University of Tsukuba	EMS mutagenesis lines		1	0	0	S	SP:0000056	30	33.3				leaf production : Leaf color-Other leaf color	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=161
TOMJPE0830	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	SP:0000022	90	22.2				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=162
TOMJPE0832	University of Tsukuba	EMS mutagenesis lines		2	0	0	S	PO:0007112,SP:0000022	50	40				- : Plant size-Small plant, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=163
TOMJPE0832	University of Tsukuba	EMS mutagenesis lines		1	0	0	L	SP:0000023,SP:0000009	80	12.5				flowering : Flower color-Pale yellow flower, flowering : -, - : Plant size-Large plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=624
TOMJPE0834	University of Tsukuba	EMS mutagenesis lines		1	0	0	12	PO:0007112	70	14.3				leaf production : Leaf color-Other leaf color, - : Plant habit-Internode length, - : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=165
TOMJPE0837	University of Tsukuba	EMS mutagenesis lines		5	0	0	S	SP:0000022,SP:0000056,SP:0000031	80	62.5				leaf production : Leaf color-Other leaf color, - : Plant habit-Branching	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=164
TOMJPE0838	University of Tsukuba	EMS mutagenesis lines		3	0	0	M	SP:0000022,SP:0000056,SP:0000141	100	30				- : Plant size-Small plant	http://tomatoma.nbrp.jp/strainDetailAction.do?mutantNo=166
