	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8657-5	8657	2010_oh_8657_fruit-c.jpg	5	0.68	93.58	123.0065	55.1419	41.6774	77.4488	31.2262	32.0525	23.3548	36.0787	39.6587	 
8657-6	8657	2010_oh_8657_fruit-c.jpg	6	0.62	89.35	126.0322	59.3799	44.6775	80.2809	32.6237	31.1746	23.3702	36.8573	38.9618	 
8657-7	8657	2010_oh_8657_fruit-c.jpg	7	0.39	86.76	130.5954	61.346	45.6433	82.8787	33.7758	32.0709	24.3586	37.2176	40.2726	 
8657-8	8657	2010_oh_8657_fruit-c.jpg	8	0.54	85.94	133.6786	62.0428	43.6742	83.4269	34.4042	32.8899	26.237	38.5801	42.0729	 
8657-9	8657	2010_oh_8657_fruit-c.jpg	9	0.89	92.69	146.5222	69.9539	55.1394	94.8135	38.2593	34.7583	24.8992	35.616	42.7565	 
8658-1	8658	2010_oh_8658_fruit-c.jpg	1	0.78	55.3	142.3166	70.9442	48.9231	89.8727	37.7042	31.9756	27.4343	40.6288	42.1317	 
8658-2	8658	2010_oh_8658_fruit-c.jpg	2	0.53	75.33	143.4827	69.0458	48.078	90.1103	37.481	33.4211	27.6676	39.6196	43.3873	 
8658-3	8658	2010_oh_8658_fruit-c.jpg	3	0.62	82.16	139.9232	66.2942	47.6995	88.2283	36.3584	33.4818	26.4639	38.3227	42.6775	 
8658-4	8658	2010_oh_8658_fruit-c.jpg	4	0.36	82.46	151.2057	74.5781	57.1684	98.0169	39.9456	34.296	25.8897	37.0488	42.9708	 
8658-5	8658	2010_oh_8658_fruit-c.jpg	5	0.85	63.97	143.2706	72.2004	51.1317	91.4583	38.1629	31.7751	26.7834	40.1277	41.5573	 
8658-6	8658	2010_oh_8658_fruit-c.jpg	6	1.06	69.8	147.5681	74.3915	54.1052	94.8595	39.3278	32.6148	26.6607	39.264	42.125	 
