	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
8523-1	8523	2009_oh_8523_fruit-c.jpg	1	0.8548	0.9867	0.2444	
8523-2	8523	2009_oh_8523_fruit-c.jpg	2	0.6206	0.4491	0.2512	
8523-3	8523	2009_oh_8523_fruit-c.jpg	3	1.0967	0.4488	0.255	
8523-4	8523	2009_oh_8523_fruit-c.jpg	4	0.7599	0.4499	0.2577	
8523-5	8523	2009_oh_8523_fruit-c.jpg	5	2.1901	0.4385	0.2585	
8523-6	8523	2009_oh_8523_fruit-c.jpg	6	1.3504	0.4494	0.2544	
8523-7	8523	2009_oh_8523_fruit-c.jpg	7	2.2442	0.4442	0.2556	
8523-8	8523	2009_oh_8523_fruit-c.jpg	8	0.8838	0.4502	0.2599	
8523-9	8523	2009_oh_8523_fruit-c.jpg	9	0.7749	0.4533	0.2569	
8524-1	8524	2009_oh_8524_fruit-c.jpg	1	0.8146	0.4481	0.2568	
8524-2	8524	2009_oh_8524_fruit-c.jpg	2	0.6403	0.4491	0.2589	
8524-3	8524	2009_oh_8524_fruit-c.jpg	3	0.9965	0.4502	0.2567	
8524-4	8524	2009_oh_8524_fruit-c.jpg	4	1.0811	0.4504	0.2556	
8524-5	8524	2009_oh_8524_fruit-c.jpg	5	1.1054	0.4471	0.2554	
8524-6	8524	2009_oh_8524_fruit-c.jpg	6	0.9215	0.448	0.2568	
8524-7	8524	2009_oh_8524_fruit-c.jpg	7	0.7948	0.4525	0.2578	
8524-8	8524	2009_oh_8524_fruit-c.jpg	8	0.8402	0.4521	0.2594	
8524-9	8524	2009_oh_8524_fruit-c.jpg	9	0.9711	0.454	0.2536	
8525-1	8525	2009_oh_8525_fruit-c.jpg	1	0.8451	0.4475	0.2545	
8525-2	8525	2009_oh_8525_fruit-c.jpg	2	0.5424	0.4456	0.2558	
8525-3	8525	2009_oh_8525_fruit-c.jpg	3	0.5958	0.4367	0.2536	
8525-4	8525	2009_oh_8525_fruit-c.jpg	4	0.5214	0.4488	0.2561	
8525-5	8525	2009_oh_8525_fruit-c.jpg	5	0.6431	0.4493	0.2525	
8525-6	8525	2009_oh_8525_fruit-c.jpg	6	0.6462	0.4528	0.2577	
8525-7	8525	2009_oh_8525_fruit-c.jpg	7	0.3982	0.4499	0.2578	
8525-8	8525	2009_oh_8525_fruit-c.jpg	8	0.6077	0.4488	0.2554	
8525-9	8525	2009_oh_8525_fruit-c.jpg	9	0.9718	0.4514	0.2561	
8526-1	8526	2009_oh_8526_fruit-c.jpg	1	0.465	0.4446	0.256	
8526-2	8526	2009_oh_8526_fruit-c.jpg	2	0.7916	0.437	0.6173	
8526-3	8526	2009_oh_8526_fruit-c.jpg	3	0.6555	0.4387	0.255	
8526-4	8526	2009_oh_8526_fruit-c.jpg	4	0.7607	0.4339	0.2487	
8526-5	8526	2009_oh_8526_fruit-c.jpg	5	0.8142	0.4499	0.2603	
8526-6	8526	2009_oh_8526_fruit-c.jpg	6	0.6389	0.4506	0.2571	
8526-7	8526	2009_oh_8526_fruit-c.jpg	7	0.7896	0.451	0.2586	
8526-8	8526	2009_oh_8526_fruit-c.jpg	8	1.5829	0.4448	0.2572	
8526-9	8526	2009_oh_8526_fruit-c.jpg	9	0.7451	0.4194	0.2262	
8527-1	8527	2009_oh_8527_fruit-c.jpg	1	0.7995	0.3906	0.2128	
8527-2	8527	2009_oh_8527_fruit-c.jpg	2	0.7828	0.448	0.2586	
8527-3	8527	2009_oh_8527_fruit-c.jpg	3	0.7161	0.4453	0.2555	
8527-4	8527	2009_oh_8527_fruit-c.jpg	4	0.7868	0.4479	0.2555	
8527-5	8527	2009_oh_8527_fruit-c.jpg	5	0.7933	0.4186	0.2365	
8527-6	8527	2009_oh_8527_fruit-c.jpg	6	0.9182	0.4482	0.2557	
8527-7	8527	2009_oh_8527_fruit-c.jpg	7	0.4581	0.4484	0.2535	
8527-8	8527	2009_oh_8527_fruit-c.jpg	8	1.5493	0.4244	0.2512	
8527-9	8527	2009_oh_8527_fruit-c.jpg	9	1.66	0.4312	0.236	
8528-1	8528	2009_oh_8528_fruit-c.jpg	1	1.7326	0.4484	0.2537	
8528-2	8528	2009_oh_8528_fruit-c.jpg	2	0.8062	0.4492	0.2512	
8528-3	8528	2009_oh_8528_fruit-c.jpg	3	1.3307	0.4478	0.2586	
8528-4	8528	2009_oh_8528_fruit-c.jpg	4	0.6337	0.4094	0.2425	
8528-5	8528	2009_oh_8528_fruit-c.jpg	5	0.7475	0.4502	0.2591	
8528-6	8528	2009_oh_8528_fruit-c.jpg	6	0.5793	0.4461	0.2539	
8528-7	8528	2009_oh_8528_fruit-c.jpg	7	1.0553	0.4483	0.2569	
8528-8	8528	2009_oh_8528_fruit-c.jpg	8	0.8902	0.4506	0.2529	
8528-9	8528	2009_oh_8528_fruit-c.jpg	9	1.1194	0.4528	0.2583	
8529-1	8529	2009_oh_8529_fruit-c.jpg	1	0.9577	0.4479	0.2545	
8529-2	8529	2009_oh_8529_fruit-c.jpg	2	1.0053	0.4477	0.2557	
8529-3	8529	2009_oh_8529_fruit-c.jpg	3	0.5547	0.4487	0.2569	
8529-4	8529	2009_oh_8529_fruit-c.jpg	4	0.8562	0.4491	0.2539	
8529-5	8529	2009_oh_8529_fruit-c.jpg	5	0.7955	0.4498	0.2568	
8529-6	8529	2009_oh_8529_fruit-c.jpg	6	0.6292	0.4486	0.25	
